"","prop_forest","prop_decid","prop_conifer","prop_shrub","prop_grass","prop_water","prop_dev_light","prop_dev_heavy","prop_open","checklist_id","height","area_short","fhd","understory","biomass","prop_oak","prop_spruce","prop_hardwood","species","time_observations_started","duration_minutes","effort_radius_m","species_observed","lon","lat","file_name","file_location","data_source","scale","unique","aet","pdsi","pet","pr","soil","tmmn","tmmx","vpd","def","Npp","slope","tpi","chili"
"1",0,0,0,0,0.756756756756757,0,0.243243243243243,0,1,"G2502591",NA,0.785714286856535,NA,NA,NA,0,0,0,"osfl",7.95,11,250,FALSE,-77.180293,41.434162,"osfl_combined_data_bcr28_local_100.csv","./environment_vars/local/osfl_combined_data_bcr28_local_100.csv","local","100","osfl_100",105.014960930055,0.946407470935773,126.678864112826,111.986087287974,475.496474175719,13.2074137602439,25.847055460263,0.836466552315609,21.6639031827711,8358.87878787879,1.31695613306362,4.31730769230769,186.406820950061
"2",0.0285714285714286,0,0,0,0.0285714285714286,0.514285714285714,0.0285714285714286,0.0285714285714286,0.4,"G2514569",2.839,1,NA,NA,10.75,0,0,0,"osfl",17.8333333333333,33,643.5,FALSE,-79.3908334,39.3887797,"osfl_combined_data_bcr28_local_100.csv","./environment_vars/local/osfl_combined_data_bcr28_local_100.csv","local","100","osfl_100",113.486749851456,0.65182412358883,126.102911467617,121.232323232323,578.842543077837,13.4055852644088,25.6401069518717,0.780427807486631,12.6161616161616,7672.90196078431,2.30476739320839,-6,199.007518796992
"3",0.4375,0.4375,0,0,0.125,0.0625,0.375,0,0.46875,"G7013715",3.5645,0.708713275320986,1.466,1,16.6,0.148562797345221,0,0.305158345028758,"osfl",6.46666666666667,24,751.5,FALSE,-81.771208,36.148275,"osfl_combined_data_bcr28_local_100.csv","./environment_vars/local/osfl_combined_data_bcr28_local_100.csv","local","100","osfl_100",115.268304668305,0.982633087633088,123.915233415233,130.50819000819,807.307944307944,14.4282964782965,25.4509418509419,0.676752661752662,8.64692874692876,8421.85257985258,4.95419995016811,-38.3626666666667,209.381526104418
"4",0.702702702702703,0.162162162162162,0,0,0,0,0.297297297297297,0,0.297297297297297,"S114103898",21.8908571428571,0,3.00428571428571,0.646428571428571,97.1428571428571,0.245089905990942,0.00365270392314807,0.675971388816833,"osfl",9.41666666666667,44,250,FALSE,-76.219179,42.15501,"osfl_combined_data_bcr28_local_100.csv","./environment_vars/local/osfl_combined_data_bcr28_local_100.csv","local","100","osfl_100",107.724373363262,2.04771791994014,129.76062476618,108.464085297419,499.566404788627,13.9760942760943,26.4993640104751,0.855972689861579,22.0362514029181,7533.92031425365,5.48370659405095,23.4268292682927,188.616306954436
"5",0.472222222222222,0.472222222222222,0,0,0.25,0.277777777777778,0,0,0.25,"S114834882",12.5296666666667,0.315106939086143,2.4266,0.8086,52.125,0.171293084820112,0,0.460938108464082,"osfl",15.95,26,269,FALSE,-81.1575937,37.3354632,"osfl_combined_data_bcr28_local_100.csv","./environment_vars/local/osfl_combined_data_bcr28_local_100.csv","local","100","osfl_100",105.785992374072,1.61611880393337,125.784306642585,100.937387116195,673.510335139474,15.2338149709011,27.0591210114389,0.823349387918924,19.9983142685129,8969.81095725467,4.40788099700186,-10,215.920157068063
"6",0.0857142857142857,0.0285714285714286,0,0,0,0,0.914285714285714,0,0.914285714285714,"S19304952",3.3356,0.886285716295242,1.5228,1,11.8571428571429,0.142964509076306,0,0.930041231427874,"osfl",19.5,45,804.5,FALSE,-76.8811226,40.9261271,"osfl_combined_data_bcr28_local_100.csv","./environment_vars/local/osfl_combined_data_bcr28_local_100.csv","local","100","osfl_100",108.967107786728,1.63769083237438,133.983736095129,117.820483314154,431.187571921749,15.3676064441887,28.3545070962792,1.07009589566552,25.0166283084005,6931.44533947066,4.00860095927029,-28,187.095588235294
"7",0.472222222222222,0.472222222222222,0,0,0,0.388888888888889,0.0833333333333333,0.0555555555555556,0,"S24287250",24.3778888888889,0.0805302575230598,3.14416666666667,0.628333333333333,162.454545454545,0.31635840348382,0,0.400972691403391,"osfl",13.6666666666667,30,804.5,FALSE,-78.2096,38.914,"osfl_combined_data_bcr28_local_100.csv","./environment_vars/local/osfl_combined_data_bcr28_local_100.csv","local","100","osfl_100",102.806199247376,0.0833670033670034,138.153337294514,95.5997227173698,669.116062586651,17.0265002970885,29.6567835214894,1.18224995048524,35.3471380471381,6666.90017825312,2.85635134638032,-13.3065976714101,211.193094629156
"8",0.142857142857143,0.142857142857143,0,0,0,0,0.714285714285714,0.142857142857143,0.342857142857143,"S24402337",11.584,0.137254901960784,2.84675,0.963,65.75,0.078262089405741,0,0.188574806281499,"osfl",16.75,20,250,FALSE,-80.2297213,40.1683084,"osfl_combined_data_bcr28_local_100.csv","./environment_vars/local/osfl_combined_data_bcr28_local_100.csv","local","100","osfl_100",102.553657595059,0.581171588496429,136.198861223702,98.5529820497973,362.508975101332,15.5620729588882,28.0186450492183,1.01715305925497,33.6452036286431,6520.04516502606,9.20479907622794,-0.48503740648379,190.190417690418
"9",0.142857142857143,0.142857142857143,0,0,0,0,0.714285714285714,0.142857142857143,0.342857142857143,"S37773449",11.584,0.137254901960784,2.84675,0.963,65.75,0.078262089405741,0,0.188574806281499,"osfl",11,5,250,FALSE,-80.2297213,40.1683084,"osfl_combined_data_bcr28_local_100.csv","./environment_vars/local/osfl_combined_data_bcr28_local_100.csv","local","100","osfl_100",105.662362478286,0.412316155182397,136.711754487551,101.860451650261,395.990928392202,15.4622273692337,27.9619378498359,1.02263269639066,31.0493920092646,6647.38969310944,9.20479907622794,-0.48503740648379,190.190417690418
"10",0.8125,0.71875,0,0,0,0,0.1875,0,0.1875,"S47161028",20.73,0,2.989,0.929,137.5,0.460168564226478,0,0.758682440035045,"osfl",20.6666666666667,25,322,FALSE,-78.6031898,38.6533118,"osfl_combined_data_bcr28_local_100.csv","./environment_vars/local/osfl_combined_data_bcr28_local_100.csv","local","100","osfl_100",108.30653907496,0.798289473684211,133.386802232855,99.0705741626794,876.00956937799,15.5870015948963,28.0846092503987,0.975171451355662,25.0802631578948,8184.7523923445,6.32631133848066,60,200.82087628866
