"","prop_forest","prop_decid","prop_conifer","prop_shrub","prop_grass","prop_water","prop_dev_light","prop_dev_heavy","prop_open","checklist_id","height","area_short","fhd","understory","biomass","prop_oak","prop_spruce","prop_hardwood","species","time_observations_started","duration_minutes","effort_radius_m","species_observed","lon","lat","file_name","file_location","data_source","scale","unique","aet","pdsi","pet","pr","soil","tmmn","tmmx","vpd","def","Npp","slope","tpi","chili"
"1",0.194444444444444,0.166666666666667,0.0277777777777778,0,0,0,0.555555555555556,0.25,0.166666666666667,"G1331186",12.4225,0.31282051681326,2.24175,0.88075,69.75,0.0954710907406277,0,0.126855626702309,"prow",12.15,10,250,FALSE,-84.750402,34.1222679,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",111.624264870932,-1.412,146.757575757576,110.872053872054,586.928170594837,19.7560269360269,31.7236139169472,1.26726599326599,35.1333108866442,5298.9164983165,10.7359871270573,-5.88919288645691,199.98347107438
"2",0.216216216216216,0.027027027027027,0,0,0.540540540540541,0.027027027027027,0.189189189189189,0,0.72972972972973,"G1818568",2.94633333333333,0.849333337545395,NA,NA,10.5,0.00096789314537435,0,0.082265126544076,"prow",7.91666666666667,114,804.5,FALSE,-76.8022783,41.1922075,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",109.050890151515,0.816882575757576,136.554109848485,115.982386363636,431.224053030303,15.1978787878788,28.3578598484848,1.07847537878788,27.5032196969697,7497.1625,2.29827241235608,-10.1881188118812,192.220973782772
"3",0.0277777777777778,0.0277777777777778,0,0.166666666666667,0.0277777777777778,0,0.777777777777778,0,0.916666666666667,"G1826937",3.39042857142857,0.845611703639128,1.28557142857143,1,11.9090909090909,0.0501704977618323,0,0.138888888888889,"prow",11,90,804.5,FALSE,-76.7096329,40.4140188,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",108.313935533681,0.683985717043042,137.275641767998,114.760663964486,397.701022968539,16.2448562053658,28.2712796757383,1.11494692144374,28.9617062343177,7753.91546033584,2.84203391344431,-14,194.360718870347
"4",0.4,0.114285714285714,0,0,0.371428571428571,0,0.228571428571429,0,0.571428571428571,"G1835697",7.33266666666667,0.269642860270464,1.948,1,27,0.198597827128002,0,0.418361020088196,"prow",9.45,90,1207,FALSE,-80.54648,37.0078008,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",105.200256081946,0.146798975672215,131.488390951771,97.307725138711,641.575330772514,15.2467349551857,27.9394366197183,0.911306017925736,26.288134869825,7781.0947503201,5.8015260224594,-3.72679738562091,185.292650918635
"5",0.527777777777778,0.222222222222222,0.0555555555555556,0,0,0,0.0555555555555556,0.0555555555555556,0.388888888888889,"G1839620",NA,0,NA,NA,NA,0,0.166769825749927,0.213015469412009,"prow",17,45,250,FALSE,-83.425864,35.6105364,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",113.25441370224,-0.545415019762846,117.734980237154,161.611989459816,856.756258234519,12.2637022397892,22.8646903820817,0.513939393939394,4.48056653491435,6718.02964426877,15.2411549754734,32.9677419354839,200.890982503365
"6",0.53125,0.25,0,0,0,0,0.46875,0,0.3125,"G1867856",20.3798,0,2.9644,0.8532,88.75,0.480809980770573,0.00990492571145296,0.686598792672157,"prow",11,20,250,FALSE,-74.3481624,41.8577334,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",111.900131752306,0.797218144174666,123.949294184077,129.468285337851,654.802559759081,13.9262563523433,25.077564464521,0.81407867494824,12.0491624317712,9600.654432524,7.71296220730255,-29.3733493397359,189.512851897185
"7",0,0,0,0,0.75,0,0,0,1,"G2523210",3.0945,0.991666667163372,1.52925,1,11.25,0,0,0,"prow",15.5,84,250,FALSE,-78.8968134,40.0587187,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",105.638293765682,0.777778421154217,128.072958888246,106.030882069099,461.904265585794,13.6098050569388,25.531750627292,0.819023354564756,22.4346651225632,7275.93514765489,2.92407450473483,5.96633416458853,201.341523341523
"8",0.121212121212121,0.121212121212121,0,0.424242424242424,0,0,0.393939393939394,0.0606060606060606,0.636363636363636,"G2549028",15.275,0.609880957007408,1.736,0.9585,102,0.000485726491068349,0,0.113338887691498,"prow",13.1833333333333,20,804.5,FALSE,-83.299554,34.999969,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",123.543390425999,-0.63453667105841,131.865920070268,166.660518225736,685.395696091348,14.5729468599034,26.0845849802371,0.719090909090909,8.32252964426873,6387.51646903821,4.5388176800488,-12.7970230040595,214.017591339648
"9",0.0857142857142857,0.0857142857142857,0,0,0.371428571428571,0,0.542857142857143,0,0.657142857142857,"G2560923",7.82838888888889,0.358087555505335,2.07744444444444,1,57.3529411764706,0.0139489642211369,0,0.0245335891842842,"prow",8.13333333333333,11,250,FALSE,-83.373968,34.9578585,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",123.660342555995,-0.75659200702679,139.286627140975,150.790733421168,606.417654808959,16.0427975406236,28.5571146245059,0.903574879227053,15.6262845849802,6819.27075098814,7.88729937227634,-23.2276422764228,209.720867208672
"10",0.972222222222222,0.333333333333333,0.0555555555555556,0,0,0.0277777777777778,0,0,0,"G3300984",NA,0.0562925179089819,NA,NA,NA,0.162026752666053,0,0.910381043950717,"prow",16,30,1207,FALSE,-82.3021996,40.6112729,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",108.84300328122,1.49299170044393,135.962941517082,105.302644277167,393.196101138776,15.1590426558579,27.3511484269446,0.908701022968539,27.1199382358618,7655.76548928778,23.3741619180546,-24.8227215980025,204.088669950739
"11",1,1,0,0,0,0,0,0,0,"G3303043",18.739,0,2.885,0.846,79,0.353051575051772,0,0.598119208941589,"prow",9.5,85,603.5,FALSE,-78.4887931,38.4103229,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",111.267449327714,0.708565121412803,126.490547862733,110.984748143689,1226.86895444511,14.9723459763195,25.655368252057,0.789959863536023,15.2230985350191,7636.06080674292,14.1020988230711,27,200.773732119636
"12",0.828571428571429,0.228571428571429,0,0,0.0285714285714286,0.142857142857143,0,0,0.0285714285714286,"G3303683",18.0828333333333,0.262980774761393,2.54583333333333,0.869833333333333,79.5555555555556,0.0457442777497428,0,0.185935398510524,"prow",5.2,132,1062,FALSE,-79.6295061,40.6942077,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",108.659157613875,1.08204307223175,134.81776253097,107.152849247189,416.700781398895,14.9254240518391,27.8736611396989,0.967571945873833,26.1586049170955,7729.88107489994,3.38527224460834,-42.7410714285714,196.722921914358
"13",0,0,0,0,0.0277777777777778,0.583333333333333,0.277777777777778,0.111111111111111,0.138888888888889,"G3310644",13.174,0.588347078802494,2.981,0.33,73.75,0,0,0,"prow",17.1666666666667,34,250,FALSE,-76.9132984,40.2720977,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",107.302797202797,1.34034188034188,138.379603729604,108.695027195027,413.222027972028,17.2198329448329,29.0663947163947,1.181891996892,31.0768065268065,4657.95693779904,2.60876198500678,-6.8599269183922,199.341432225064
"14",0.371428571428571,0.228571428571429,0,0,0.228571428571429,0.171428571428571,0.142857142857143,0.0285714285714286,0.314285714285714,"G4305272",4.675875,0.797779622615552,1.5052,1,21.1111111111111,0.00061369042377919,0,0.0293196130011763,"prow",8.43333333333333,20,250,FALSE,-78.587217,39.092135,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",107.440791027155,1.46164108618654,133.564384100748,99.6517119244392,769.140299094845,15.5890987800079,28.5338646202283,0.994452971271153,26.1235930735931,7636.28866587957,1.71967943150901,-10.751256281407,197.930291508238
"15",0,0,0,0,0.888888888888889,0,0.111111111111111,0,1,"G4308727",6.4518,0.553739546835422,1.673,0.9818,28.8,0,0,0,"prow",8.83333333333333,20,250,FALSE,-80.9060589,37.1459574,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",106.77370414673,1.84818779904306,128.109728867624,100.058612440191,663.355063795853,15.1393341307815,27.7378787878788,0.860950956937799,21.3360247208931,8727.66028708134,5.01820812256383,-25.3289473684211,199.46164021164
"16",0.848484848484849,0.484848484848485,0,0.121212121212121,0,0,0.0303030303030303,0,0.151515151515152,"G4332150",20.09975,0.275490198649612,2.626,0.869,139.5,0.463775686919689,0,0.779021927804658,"prow",6.11666666666667,84,250,FALSE,-82.225083,36.217317,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",118.808982683983,1.42921861471861,128.524307359307,133.53658008658,805.321861471862,15.295367965368,26.9479437229437,0.789506493506494,9.7153246753247,7971.94480519481,12.3409479815709,-13.4667553191489,177.360480640854
"17",0.75,0.722222222222222,0,0,0,0,0.25,0,0.25,"G4332892",NA,0.123355506760318,NA,NA,NA,0.450780444985463,0.0011750233049194,0.737271027432548,"prow",8.96666666666667,19,1349.5,FALSE,-73.4954023,41.7038061,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",114.867791118735,1.22503906994473,131.155898608729,126.825042881647,645.53554412045,14.9674480655613,27.3985324947589,0.973912712025919,16.2881074899943,8682.37106918239,3.20192896399365,-50.4268142681427,188.951851851852
"18",0.628571428571429,0.0857142857142857,0.228571428571429,0,0,0.0857142857142857,0.228571428571429,0,0.285714285714286,"G5458472",NA,NA,NA,NA,NA,0.169046785788877,0.0117616730076926,0.605192591462817,"prow",15.7833333333333,47,451,FALSE,-76.107738,42.242023,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",107.921513269339,1.98495012234143,127.788161114248,109.495012234143,480.682288725767,13.8458309806136,25.7837003576134,0.8137794089968,19.8666478449087,7218.96386222473,5.11350488504044,8.80975609756097,186.004842615012
"19",0.75,0.388888888888889,0.0277777777777778,0,0,0,0.25,0,0.25,"G5466605",27.049,0.0577674512477482,3.20678571428571,0.663857142857143,247,0.0232629279295603,0,0.898849454190996,"prow",9.33333333333333,15,250,FALSE,-78.793777,41.4933638,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",107.557745153397,1.9832674571805,125.050611707133,118.538678712592,556.109919066441,12.5052324487107,26.0455110107284,0.756388104648974,17.4928665537361,9351.50028232637,9.46677311708821,-9.39512195121951,166.54114713217
"20",0,0,0,0,0,1,0,0,0,"G5478732",NA,1,NA,NA,NA,0,0,0,"prow",9.05,7,250,FALSE,-73.6991483,41.4265224,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",117.931742424242,1.15856628787879,138.409678030303,123.006628787879,667.219318181818,16.1177840909091,28.2136553030303,1.08244696969697,20.4779356060606,7913.10795454545,0,-9.2289156626506,190.708232445521
"21",0.0571428571428571,0.0571428571428571,0,0,0.314285714285714,0,0.628571428571429,0,0.457142857142857,"G5488005",20.02,0,3.014,0.779,51,0.00244148756776537,0,0.026654280935015,"prow",14.5333333333333,67,853,FALSE,-80.485632,37.303257,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",107.82197979798,1.68553939393939,130.487191919192,98.1543434343434,742.12202020202,15.3645858585859,28.0254747474747,0.893872727272727,22.6652121212121,8583.60424242424,3.80849000293602,-43.8054830287206,200.064388961892
"22",0.0277777777777778,0,0,0,0.5,0,0.444444444444444,0.0277777777777778,0.777777777777778,"G5517660",5.19375,0.705079133604087,1.65516666666667,1,20.75,0.00127056944701406,0,0.0277777777777778,"prow",9.31666666666667,2,250,FALSE,-76.36772,42.231671,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",107.489057239057,2.12907407407407,129.756734006734,107.33164983165,480.521885521886,13.7434343434343,26.6255892255892,0.860606060606061,22.2676767676768,8221.25645342312,2.22390349655408,-35.3004807692308,185.537240537241
"23",0,0,0,0,0.0857142857142857,0,0.342857142857143,0.571428571428571,0.314285714285714,"G5525154",3.63,0.619268084013904,1.485,1,3,0,0,0,"prow",19.7833333333333,20,418.5,FALSE,-81.0136215,40.0633209,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",110.803910068426,2.04180254154448,135.015444770283,104.058846529814,649.748582600195,16.2257282502444,28.1140957966764,0.973460410557185,24.2115347018573,6780.05923753666,1.42390439998303,0.50186799501868,196.428044280443
"24",0.75,0.722222222222222,0,0,0,0,0.25,0,0.25,"G5537847",21.634,0,2.991,0.7025,81,0.299850888343321,0,0.490007060321255,"prow",8.85,55,603.5,FALSE,-78.7835652,37.8862802,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",118.99000602047,1.45144491270319,139.85751555288,113.841260284969,1069.64118001204,17.5980132450331,29.6452939995986,1.12118603251054,20.8675095324102,7401.44310656231,11.8922004011192,-39.7818181818182,177.042105263158
"25",0.216216216216216,0,0,0,0.0540540540540541,0,0.72972972972973,0,0.756756756756757,"G5539035",15.4005,0.289879073544095,2.0628,0.9368,81.2222222222222,0.044736978170034,0.00126229568913176,0.156942675242553,"prow",6.88333333333333,4,806,FALSE,-75.499807,40.870416,"prow_combined_data_bcr28_local_100.csv","./environment_vars/local/prow_combined_data_bcr28_local_100.csv","local","100","prow_100",117.126834381551,1.75587383266629,135.090070516486,129.022298456261,541.056032018296,15.0480083857442,28.0549838002668,0.996489422527158,17.9632361349342,6968.63636363636,5.42407024840042,-15.7766624843162,197.513613861386
