"","prop_forest","prop_decid","prop_conifer","prop_shrub","prop_grass","prop_water","prop_dev_light","prop_dev_heavy","prop_open","checklist_id","height","area_short","fhd","understory","biomass","prop_oak","prop_spruce","prop_hardwood","species","time_observations_started","duration_minutes","effort_radius_m","species_observed","lon","lat","file_name","file_location","data_source","scale","unique","aet","pdsi","pet","pr","soil","tmmn","tmmx","vpd","def","Npp","slope","tpi","chili"
"1",0.722222222222222,0.722222222222222,0,0,0,0,0.277777777777778,0,0.25,"G1321689",25.9242142857143,0,2.93114285714286,0.542428571428571,179.642857142857,0.192108858772877,0,0.689771654912167,"nswo",8.25,165,1006,FALSE,-76.8586707,40.3975091,"nswo_combined_data_bcr28_local_100.csv","./environment_vars/local/nswo_combined_data_bcr28_local_100.csv","local","100","nswo_100",105.01495972382,1.10016877637131,136.376332949751,110.501726121979,390.436900652091,16.328998849252,28.2246260069045,1.10621787495205,31.3613732259302,7780.03567318757,8.42649571109477,-38.3897058823529,226.679340937896
"2",0.53125,0.1875,0,0,0,0,0.4375,0.03125,0.34375,"G4296700",22.5426666666667,0,3.08566666666667,0.721,104.666666666667,0.268870822619647,0,0.402169860899448,"nswo",10.7,3,308.5,FALSE,-82.8835944,36.8523833,"nswo_combined_data_bcr28_local_100.csv","./environment_vars/local/nswo_combined_data_bcr28_local_100.csv","local","100","nswo_100",120.105114979583,2.60274446593595,129.793359123146,130.341929937675,877.794756071352,15.9495164410058,27.7604341285192,0.861895551257253,9.68824414356329,8286.04255319149,10.4460420971959,-8.97368421052632,154.133858267717
"3",0,0,0,0,0.777777777777778,0,0.222222222222222,0,0.861111111111111,"G4320348",4.19933333333333,0.850142859220505,1.55266666666667,1,13.2,0,0,0,"nswo",10.45,6,602.5,FALSE,-78.114925,39.014012,"nswo_combined_data_bcr28_local_100.csv","./environment_vars/local/nswo_combined_data_bcr28_local_100.csv","local","100","nswo_100",111.653255131965,1.67917302052786,137.630205278592,105.936265884653,813.638318670577,17.2630107526882,29.822091886608,1.15450635386119,25.9769501466276,6694.52609970675,1.43563912128906,4.81314432989691,196.911573472042
"4",0.685714285714286,0.0571428571428571,0.285714285714286,0,0,0,0.314285714285714,0,0.314285714285714,"G4362131",26.09475,0,3.18925,0.64925,245.5,0.0363496021567179,0,0.248224074752735,"nswo",10.7166666666667,26,1407.5,FALSE,-79.376019,38.15663,"nswo_combined_data_bcr28_local_100.csv","./environment_vars/local/nswo_combined_data_bcr28_local_100.csv","local","100","nswo_100",106.095622895623,1.43448232323232,131.377525252525,98.1896043771044,680.813552188552,15.0577651515152,27.5135311447811,0.895582912457912,25.2819023569024,8298.97727272727,4.79675270389712,-19.9471649484536,196.276785714286
"5",0.885714285714286,0.514285714285714,0,0,0.0857142857142857,0,0,0,0.114285714285714,"G938407",24.8343333333333,0.0471007457497169,3.1114,0.4952,224,0.479309952259064,0.00078058232154165,0.652259018591472,"nswo",18,120,1207,FALSE,-72.6660163,42.3541407,"nswo_combined_data_bcr28_local_100.csv","./environment_vars/local/nswo_combined_data_bcr28_local_100.csv","local","100","nswo_100",109.045997007108,1.937392442948,126.192910587355,119.44912083801,600.772540216985,14.2673961840629,27.3341750841751,0.948756079311635,17.1469135802469,7579.58136924804,4.14546153427071,-6.50177095631641,197.56837098692
"6",0.432432432432432,0.432432432432432,0,0,0.351351351351351,0,0.216216216216216,0,0.540540540540541,"G950835",16.2614,0.220445892065763,2.5032,0.7538,109.714285714286,0.0829150642494898,0,0.342933134452717,"nswo",19.6833333333333,3,250,FALSE,-76.7214131,40.3124133,"nswo_combined_data_bcr28_local_100.csv","./environment_vars/local/nswo_combined_data_bcr28_local_100.csv","local","100","nswo_100",106.358204688393,1.44356965885268,137.123499142367,112.489422527158,375.74061368401,16.7707261292167,28.7091480846198,1.15409567371832,30.7652944539737,6414.20640365923,2.71437737849277,0.736579275905119,190.015306122449
"7",0,0,0,0,0.0294117647058823,0.352941176470588,0.205882352941176,0.411764705882353,0.0882352941176471,"S113287303",2.598,0.860934984450247,NA,1,12.0625,0,0,0,"nswo",8,30,250,FALSE,-84.1216358,36.126332,"nswo_combined_data_bcr28_local_100.csv","./environment_vars/local/nswo_combined_data_bcr28_local_100.csv","local","100","nswo_100",126.327272727273,3.17516677567037,139.634924787443,131.315238718116,874.824286025725,18.5041421408328,30.4304338347504,1.10956180510137,13.30765206017,7320.9110529758,1.82816734350649,-19.4820239680426,202.873501997337
"8",0.388888888888889,0,0.361111111111111,0,0.0555555555555556,0.25,0.305555555555556,0,0.361111111111111,"S114392614",19.74475,0.289423080877616,3.2015,0.804,163.75,0.256414728368529,0,0.395309014556309,"nswo",10.8666666666667,21,498,FALSE,-83.058331,34.904589,"nswo_combined_data_bcr28_local_100.csv","./environment_vars/local/nswo_combined_data_bcr28_local_100.csv","local","100","nswo_100",130.401835877018,0.954242424242424,144.366135810661,149.98296836983,646.618447246184,18.4866180048662,30.6189117451891,1.06849811988498,13.964299933643,7203.1804910418,7.95414696037656,-6.36400541271989,217.692098092643
"9",0.2,0.2,0,0,0.0285714285714286,0,0.428571428571429,0.228571428571429,0.514285714285714,"S114653662",10.8354,0.337884398067699,2.0086,0.9766,45.5625,0.156194682845048,0,0.324225017854146,"nswo",11.4333333333333,67,1327.5,FALSE,-82.4865717,35.5656007,"nswo_combined_data_bcr28_local_100.csv","./environment_vars/local/nswo_combined_data_bcr28_local_100.csv","local","100","nswo_100",118.527272727273,1.00262626262626,135.289657444005,131.489459815547,548.047650417216,16.3180281071585,28.4222002635046,0.884914361001318,16.7623847167325,7769.37878787879,7.32247376037498,0.0322580645161289,215.93001345895
"10",0.666666666666667,0.666666666666667,0,0,0,0,0.333333333333333,0,0.305555555555556,"S115238447",17.5375,0.0343611320515849,2.67144444444444,0.831444444444444,117.055555555556,0.0859551009618574,0.000698400661349297,0.654889370004336,"nswo",8.53333333333333,1,250,FALSE,-81.2793652,37.352655,"nswo_combined_data_bcr28_local_100.csv","./environment_vars/local/nswo_combined_data_bcr28_local_100.csv","local","100","nswo_100",107.591835016835,1.73856902356902,125.682617845118,105.760521885522,672.088804713805,15.3262205387205,27.1712962962963,0.83016835016835,18.0907828282828,9744.88762626263,7.0974076142509,26.8443579766537,208.856209150327
