prop_forest,prop_decid,prop_conifer,prop_shrub,prop_grass,prop_water,prop_dev_light,prop_dev_heavy,prop_open,checklist_id,height,open_area,fhd_normal,understory_ratio,biomass,prop_oak,prop_spruce,species,time_observations_started,duration_minutes,effort_radius_m,species_observed,lon,lat
0.18181818181818182,0.15712682379349047,0,0,0.3265993265993266,0.005611672278338945,0.005611672278338945,0.005611672278338945,0.3613916947250281,S14586878,10.231374263763428,0.41951919347047806,1.8839231729507446,0.9262267351150513,50.69638109207153,0.15717549105079806,0.016359333278370553,swwa,12.0833333333333,50,804.5,FALSE,-74.266123,41.638181
0.0033707865168539327,0.0033707865168539327,0,0,0,0,0,0,0.0449438202247191,S70618937,6.2885777950286865,0.45955995470285416,1.8844724297523499,0.9994183778762817,23.565659523010254,NA,NA,swwa,20.4333333333333,42,563.5,FALSE,-83.9674915,35.7583554
0.040586245772266064,0.011273957158962795,0.0033821871476888386,0,0.5310033821871477,0.1871476888387824,0.1871476888387824,0.1871476888387824,0.7508455467869222,S92525313,14.836206674575806,0.31013165041804314,2.36142361164093,0.7877622991800308,172.5044460296631,0.14708963300728675,0,swwa,19,21,281.5,FALSE,-75.8630927,42.4328207
0.42033898305084744,0.20451977401129945,0.004519774011299435,0.004519774011299435,0.021468926553672316,0.03615819209039548,0.03615819209039548,0.03615819209039548,0.303954802259887,S18880280,10.249420166015625,0.34779535233974457,1.5393417179584503,0.9977762997150421,16.863018035888672,0.19928166012508436,0.005927633559494687,swwa,19.9166666666667,65,250,FALSE,-75.8815169,42.1781776
0.5044943820224719,0.31685393258426964,0.014606741573033709,0.0011235955056179776,0.20674157303370785,0.0550561797752809,0.0550561797752809,0.0550561797752809,0.3550561797752809,S30627531,13.798949241638184,0.26627617329359055,2.468136429786682,0.8743492960929871,99.25181198120117,0.30205669320607903,4.469643439899837e-6,swwa,7.13333333333333,20,804.5,FALSE,-75.8516071,42.2404567
0.8680947012401353,0.7282976324689966,0.006764374295377677,0,0.029312288613303268,0,0,0,0.13077790304396844,S57509587,26.15114402770996,0.017179660499095917,3.151280641555786,0.5938384334246317,249.49468485514322,0.5769841271047025,0,swwa,10.883333333333301,46,1384,FALSE,-84.286804,34.830422
0.7559055118110236,0.6681664791901012,0,0,0.05174353205849269,0,0,0,0.20022497187851518,S37721240,15.583368937174479,0.24156716962655386,2.5651399294535318,0.8612052798271179,134.41800944010416,0.18547660317459927,0.0038433396085970125,swwa,14,30,250,FALSE,-79.7186798,40.3486946
1,0.9467723669309174,0.004530011325028313,0,0,0,0,0,0,S31585472,20.655831336975098,0.0775619288906455,2.913791298866272,0.8150826394557953,152.00839233398438,0.5943189161736353,0,swwa,8.91666666666667,15,402.5,FALSE,-78.367753,38.4513706
0.9875424688561721,0.8946772366930917,0,0,0.009060022650056626,0,0,0,0.01245753114382786,S114457802,20.184342702229817,0.13816654433806738,2.983199675877889,0.7692615787188212,233.9930216471354,0.5059350142326674,4.439102668388217e-4,swwa,7.08333333333333,45,250,FALSE,-82.7688879,35.8126888
0.4392735527809308,0.3132803632236095,0,0,0.07945516458569807,0.3098751418842225,0.3098751418842225,0.3098751418842225,0.21112372304199772,S37966716,12.871394634246826,0.34545683301985264,2.1560511887073517,0.8711569905281067,68.35520076751709,0.29402079321513946,0.007445330524880332,swwa,11,20,250,FALSE,-74.6555534,41.7509855
0.9808773903262092,0.5163104611923509,0.03487064116985377,0,0,0,0,0,0.019122609673790775,S31764154,23.552133560180664,0.00997246871702373,3.0273491740226746,0.7974446415901184,173.46929550170898,0.5998453897229188,6.6511967838548034e-6,swwa,8.25,32,250,FALSE,-79.3506,38.3178
0.9988726042841037,0.5310033821871477,0.3055242390078918,0.0011273957158962795,0,0,0,0,0.0011273957158962795,S30618307,19.962523142496746,0.007258257828652859,2.9062143166859946,0.5529264907042185,205.99616495768228,0.020425586185807608,0.023305955095680717,swwa,9.48333333333333,5,250,FALSE,-76.0016357,42.7683601
