checklist_id,aet,pdsi,pet,pr,soil,tmmn,tmmx,vpd,def,Npp,slope,tpi,chili,species,time_observations_started,duration_minutes,effort_radius_m,species_observed,lon,lat
G8653871,1004.2957986498003,157.53723973695134,1275.0673133643577,101.19684953354748,467.8507788774552,130.85104105219466,262.1173450438051,82.93886958991502,270.7715147145574,7095.749623123813,6.7283137889401345,-0.7913906262725133,185.53569862715185,cerw,17.9,19,250,FALSE,-76.9991915,41.9589599
S91532680,1095.6775185738732,207.00448372213916,1247.6700023826545,116.51959191630382,606.0543461780059,135.4527476335911,252.29952130309533,80.68754738232937,151.99248380878134,8364.577880304112,5.663546313913526,1.3912826856907632,185.13398481937773,cerw,8.91666666666667,107,250,FALSE,-74.1360013,42.5228841
S30364904,1051.5005894681685,69.50657147847349,1218.0532049602655,114.70127063138591,625.168828049952,112.83780892498474,250.01812068814954,72.35228364334992,166.55261549209695,7639.7110951008635,6.77134066310776,-0.43589179858594534,186.39379879911107,cerw,19.6666666666667,65,250,FALSE,-77.7663374,42.037373
S90831055,1034.939591424747,185.33816075307746,1233.5026660522676,110.32438066398966,641.5748359774427,126.4997696004213,256.83229104952494,75.65009983981743,198.56307462752056,9286.242643670595,11.795789959421255,1.5202341638699413,185.03777008610973,cerw,14.8333333333333,120,250,FALSE,-77.5007504,41.7498345
S24284531,1155.0662275622467,-92.0070690986296,1458.2339558000383,111.36551823972205,645.2387811233352,191.79904941131056,313.08297143408606,121.25448755066589,303.1677282377916,6032.930076235758,7.165893261843974,-1.3736016842892,203.3031720301452,cerw,8.75,105,1207,FALSE,-85.343826,35.009908
S14545907,1103.3650848392886,113.07982710258885,1357.7052007173404,100.39090449257371,779.8051225456385,164.67671402952132,285.97418034671455,98.43976180622614,254.34011587805185,6800.449510277281,10.523802298645577,0.4689322998045066,192.226467872245,cerw,12.3333333333333,20,250,FALSE,-83.2001495,38.7377495
S71942693,1259.2917580474,311.2701332390049,1348.3643909916286,137.16934323782576,1138.2166253979485,168.9381205046575,292.4951774554888,96.99976417875249,89.07263294422864,7622.723523169436,16.08005382417249,-0.30182836253242046,191.71965828345495,cerw,6.96666666666667,68,250,FALSE,-83.7373,36.735446
S24110685,1124.4314630681815,43.13153409090908,1333.9174952651513,117.58231534090908,591.769365530303,166.58506155303024,288.07956912878785,100.42526041666666,209.48603219696975,7403.9621600621595,8.866520339417994,0.8832052674362937,201.7627226468214,cerw,5.53333333333333,6,250,FALSE,-82.24017,36.59643
S30468913,1112.2285274621215,11.683972537878788,1382.4568655303028,112.18288352272725,587.2699810606061,174.0758522727273,298.45205965909093,110.58255208333333,270.2283380681813,6654.045454545453,7.713470870389098,0.19293434437882426,201.48153319970012,cerw,9.5,90,1207,FALSE,-82.4820471,36.4938538
S24401306,1131.8990533276246,-76.58382094096379,1242.0572998430143,132.86970172684457,778.543599257885,143.8391846248989,250.7132629275487,69.0794919366348,110.15824651538969,8011.780861995149,12.146076390551594,4.216241750837943,200.55394549743895,cerw,10,20,402.5,FALSE,-81.70315,36.15305
G1831209,1029.0449700493305,85.98084038054968,1218.6231060606062,112.53186663143059,478.20478770260735,124.13927061310781,247.2980752290345,73.73462825933757,189.57813601127577,9005.553911205074,5.643807248031781,-0.8464534022121701,188.97140827574975,cerw,9.41666666666667,75,1207,FALSE,-76.9893551,41.6789169
S47267357,1055.2177430412723,102.0941770647653,1306.6153846153848,96.86272224507519,747.7458293340646,146.3254033548151,274.3823986471045,89.90223501988207,251.3976415741124,7970.972165089813,11.179360446291861,-1.0437742532394036,191.62075247013397,cerw,6.41666666666667,80,1448.5,FALSE,-78.8204026,38.9598927
S30433585,1034.1691389947375,46.29595354745055,1364.2440119760479,102.77973598258028,554.1700009072764,161.79960533478493,279.3935991653057,107.64074124478316,330.07487298131036,7021.12207403375,7.620498207460293,-1.069867882172727,194.0355828117044,cerw,8.75,60,804.5,FALSE,-77.4854994,39.7531799
S14801919,1079.2650004316672,256.94336527669867,1217.6072261072263,125.4588837088837,523.8094405594406,129.33272899939567,251.27108693775358,77.01005784339118,138.34222567555912,7976.165307486629,7.43371543573116,0.6328543221597539,185.4028847316153,cerw,10,137,250,FALSE,-74.9134111,42.7074795
S70806483,1048.127098321343,207.4032047089601,1279.4786788750819,105.26649226073684,487.4574013516459,130.34658818399822,262.4189448441247,82.79101809461523,231.3515805537388,7803.227207325049,8.319104202570209,-0.5370813964871273,187.20347373378175,cerw,9.38333333333333,30,804.5,FALSE,-76.652495,42.134259
G8688755,1089.1597934775507,157.7548526240115,1183.8073546391306,123.8424939546435,690.4581399908503,124.96960982942292,234.46953358168312,67.06720693636582,94.64756116157992,9278.247565518595,14.837683555541794,1.477898412893616,176.75982341722053,cerw,13.2,20,483,FALSE,-74.3821112,42.2054227
S37677274,1147.2939034614926,-90.39748472871004,1358.303653132112,128.6593604024434,556.7176907414063,155.14473589651456,276.0849682596718,87.19959276560068,211.00974967061939,6311.237297879986,12.527553162113014,-0.7456591138983586,198.2125083430033,cerw,6.7,5,250,FALSE,-82.318859,35.6089758
S14426737,1122.1899636363637,-115.4184,1433.213357575758,113.87478787878788,696.9023757575759,193.23871515151515,314.80043636363644,121.40967272727276,311.0233939393943,6144.066472727273,2.92671986849877,-0.1372500905767267,208.823029610346,cerw,7.25,35,402.5,FALSE,-84.7768593,34.6192621
S30699878,1090.9697415986077,75.14225465256395,1368.8036774222344,116.16970143258806,418.5291649930826,156.43024501271927,285.48038559378773,111.21053688579462,277.8339358236267,6570.194947909234,5.682401306956579,-1.0175387123311217,190.70156719019914,cerw,15.5,30,250,FALSE,-76.8726066,40.7987693
S92322909,1091.7749384571812,198.9267368145873,1278.0748752804827,118.16140557262052,583.1300786440972,129.15360651809246,260.8372655382001,79.69635971505129,186.29993682330155,9006.185405807892,9.560412898146069,-0.7006136190304332,184.17150980267658,cerw,9.83333333333333,9,250,FALSE,-78.8716667,42.0497222
S38176666,1061.8328011295755,160.04229390681004,1231.3251221896385,113.09036602584992,546.9693276854568,129.9162376452699,244.43623330074942,77.65697838601065,169.49232106006298,9418.39328771587,9.003858154274663,-0.7933008168692308,183.35354455289297,cerw,17.4833333333333,20,804.5,FALSE,-74.2919827,42.4878906
S47004439,1197.7564516884456,200.17884408224444,1326.7884876586577,125.22020045899492,691.3420448690929,164.66968760245427,289.9795091564799,99.64357641328279,129.03203597021206,7792.175846564565,18.654420252582444,-1.1111723907412037,185.6464140830331,cerw,11.1666666666667,22,297.5,FALSE,-82.326307,37.298177
