checklist_id,aet,pdsi,pet,pr,soil,tmmn,tmmx,vpd,def,Npp,slope,tpi,chili,species,time_observations_started,duration_minutes,effort_radius_m,species_observed,lon,lat
S14586878,1119.3636363636363,138.57575757575756,1304.090909090909,123.39393939393939,659.0909090909091,155.57575757575756,278.4848484848485,102.51515151515152,184.72727272727275,7380.930976430976,2.5621706771528587,-2.2088825045167777,189.6103863410878,swwa,12.0833333333333,50,804.5,FALSE,-74.266123,41.638181
S70618937,1217.7156496471566,279.8455790784558,1398.574097135741,130.83001245330013,707.6380240763802,188.5195101701951,306.3806558738066,111.58426733084268,180.8584474885845,7040.61394769614,3.7037696916441867,-3.3034273521370934,206.31495433028869,swwa,20.4333333333333,42,563.5,FALSE,-83.9674915,35.7583554
S92525313,1080.030303030303,225.9090909090909,1242.4545454545455,114.39393939393939,518.4242424242424,133.45454545454547,253.54545454545453,74.87878787878788,162.4242424242425,8066.33965421082,4.734040288109841,-14.285624052551798,192.1308139534884,swwa,19,21,281.5,FALSE,-75.8630927,42.4328207
S18880280,1086.6506681724074,248.5369847543761,1279.2938076416337,118.60022586109542,471.92471296819133,140.34142668925278,263.06813476378693,86.74778844344063,192.6431394692263,8438.491247882554,2.186881033516005,-20.630161579892285,187.6908646003263,swwa,19.9166666666667,65,250,FALSE,-75.8815169,42.1781776
S30627531,1087.7575757575758,157.06060606060606,1289.4848484848485,117.57575757575758,466.4848484848485,138.66666666666666,260.75757575757575,85.81818181818181,201.72727272727275,8354.312883435581,7.551411517059221,-10.871665126648184,181.56495592355185,swwa,7.13333333333333,20,804.5,FALSE,-75.8516071,42.2404567
S57509587,1243.7007575757577,75.81881313131312,1404.4779040404044,136.50000000000003,708.0372474747476,173.30239898989902,298.60353535353534,97.7645202020202,160.77714646464665,6005.020833333333,10.643415309240696,2.0549907025804415,195.5805216975285,swwa,10.883333333333301,46,1384,FALSE,-84.286804,34.830422
S37721240,1055.5398212898212,56.63986013986013,1381.430264180264,102.52777777777777,367.53360528360525,153.69425019425017,282.34052059052055,104.64724164724164,325.8904428904427,7815.034965034964,8.36141886688464,3.4034052596089004,202.3606474456246,swwa,14,30,250,FALSE,-79.7186798,40.3486946
S31585472,1097.9186602870814,-10.186602870813397,1330.8674242424245,102.94696969696969,1024.4814593301437,160.780701754386,276.6114433811802,99.41507177033493,232.9487639553431,6905.857057416268,17.783246111779068,-41.43462897526501,199.30394550828942,swwa,8.91666666666667,15,402.5,FALSE,-78.367753,38.4513706
S114457802,1162.6569779426925,144.91053391053393,1329.837559266131,126.05462791177081,589.4345495774069,157.17542774685634,282.1150278293136,84.76314162028447,167.18058132343845,8315.254792826223,18.643866472635125,18.048398704569994,203.45461082149916,swwa,7.08333333333333,45,250,FALSE,-82.7688879,35.8126888
S37966716,1128.1248106060607,90.82935606060606,1256.9960227272727,128.48996212121213,630.8679924242424,133.78276515151515,256.0272727272727,83.81344696969697,128.871212121212,9052.913636363635,2.6903624842880203,-6.759710335747203,183.3535220539829,swwa,11,20,250,FALSE,-74.6555534,41.7509855
S31764154,1031.1527192454344,7.045153521974714,1287.0999397953042,95.8980533814971,599.5492675095325,140.08809953843067,259.86474011639575,81.0955247842665,255.94722054986983,9454.209512341966,16.589990841927126,-69.03436903315396,193.39968760846926,swwa,8.25,32,250,FALSE,-79.3506,38.3178
S30618307,1075.121951219512,173.7921286031042,1217.5626385809312,121.57409460458238,542.740022172949,128.41167775314116,244.16426459719142,71.4680339985218,142.44068736141912,8719.716186252772,7.059671502655481,20.362286083306426,196.07213167661774,swwa,9.48333333333333,5,250,FALSE,-76.0016357,42.7683601
S113748240,1112.3386462022825,191.08303817394724,1403.487209759937,107.37426210153481,569.2737111373475,176.9358520267611,301.12927981109794,121.10487996851633,291.1485635576546,6685.226092089729,5.533263252480357,-6.6012134234974384,193.51301984578433,swwa,17.45,43,402.5,FALSE,-77.785676,39.499364
S70823444,1053.4354066985647,150.55462519936205,1282.0504385964914,101.92543859649122,633.2190988835725,142.2049441786284,268.3853668261563,82.29465709728868,228.61503189792666,9018.556220095694,11.248645513308208,-27.50786109965759,187.3839781977265,swwa,11.9333333333333,39,748.5,FALSE,-79.2487259,38.7340964
G5541573,1141.482290436836,277.9940968122786,1356.9590712317984,107.88351042896497,648.4828807556079,163.77312081857536,286.4258166076348,96.29417552144825,215.47678079496245,7233.331759149941,6.23417955314647,5.418813240453552,191.76515875760225,swwa,8.4,76,984,FALSE,-82.5761068,39.5395449
S113212345,1083.9459815546772,154.86241294936949,1137.1449275362322,133.00715226802185,739.7844908714475,118.88537549407116,229.14361001317522,58.310182571052145,53.19894598155497,9379.221343873518,5.980389243858544,-44.92332883837411,193.96467077396994,swwa,14.1833333333333,11,322,FALSE,-74.5054071,41.9893369
S71953573,1180.6324733824736,139.17117117117118,1276.7133497133498,135.1912366912367,808.0665438165439,148.11875511875513,264.49672399672403,73.30630630630633,96.08087633087621,9262.864864864865,17.559208035269496,-38.86013986013987,215.41668161434976,swwa,11.3333333333333,2,250,FALSE,-82.437064,35.983527
S47352211,1062.8484848484848,88.24242424242425,1306.1818181818182,99.42424242424242,599.7878787878788,152.3939393939394,283.969696969697,92.57575757575758,243.33333333333348,8009.013513513514,4.232229826828543,-10.367936226749336,203.76066560453182,swwa,12.6166666666667,18,250,FALSE,-80.936914,36.946163
S47310886,1169.5957615369377,127.43969102792633,1293.6874628639337,125.40047534165183,615.0320855614973,150.7445038621509,277.63953258070904,89.35551594375123,124.09170132699592,8319.520499108734,6.906646799325852,0.4108527131782939,196.91082932517128,swwa,10.95,4,589,FALSE,-80.244467,38.952704
S57386479,1091.6545080433966,193.77085671530116,1233.8153759820423,121.5600448933782,628.4139543583988,121.86999625888515,259.0750093527871,75.47362514029179,142.16086793864565,9059.2822671156,3.8707011539773535,-16.74466688546111,191.01443332786621,swwa,6.3,2,250,FALSE,-78.3419608,41.8979158
