checklist_id,aet,pdsi,pet,pr,soil,tmmn,tmmx,vpd,def,Npp,slope,tpi,chili,species,time_observations_started,duration_minutes,effort_radius_m,species_observed,lon,lat
S24421173,1106.3216031280547,123.45259042033234,1379.3753665689148,98.7982404692082,706.4559139784944,164.14408602150536,291.56656891495595,104.93841642228737,273.05376344086017,6261.868621700878,3.4490351412030034,-3.5623731799780267,197.3008126057822,bwwa,18.5,60,804.5,FALSE,-82.516785,39.175906
S38344688,1206.7097057531842,-94.54721124286343,1500.7821695213,117.48550724637681,829.1172595520422,209.26921387790955,322.5707070707071,133.56324110671935,294.07246376811577,5721.090909090909,2.1655392244470795,-2.6315997015879784,211.61404911113948,bwwa,10.0166666666667,10,250,FALSE,-86.7599836,33.5430952
S70874608,1224.6090909090908,110.98095238095237,1448.591341991342,122.68593073593073,894.5543290043289,198.7508658008658,317.90562770562764,121.60108225108226,223.9822510822512,6333.7077922077915,4.460110999929396,-3.2537798921393066,212.5683621685189,bwwa,11.1833333333333,7,619.5,FALSE,-85.015328,34.031779
S46696324,1069.6219239373602,99.28676021964613,1343.9656294488507,97.97132397803539,766.6146023998373,158.30689444783405,287.09721374822044,102.71446003660769,274.3437055114905,8015.669310555217,6.66706316245603,-12.174326481641232,196.75194113622177,bwwa,7.25,25,322,FALSE,-78.4852908,39.0448884
S58158485,1108.1255144032923,137.44481855592966,1296.5419004863447,118.9171343060232,589.2007108118219,143.9072203516648,275.6930415263748,98.29199401421623,188.41638608305243,7695.293490460158,5.151485158395105,-10.401140343424617,186.52140705984533,bwwa,8.25,15,250,FALSE,-72.7789066,42.230791
S91828174,1201.7990644702054,191.84665446410412,1323.0872483221478,126.52552369330895,670.2387634736629,160.69880008135044,290.38417734390885,98.86699206833435,121.28818385194245,8272.62538133008,17.85925565802127,-4.966766800620697,183.6458436934338,bwwa,10.4833333333333,16,250,FALSE,-80.669446,38.831015
S92087869,1096.7878787878788,153.03030303030303,1275.8181818181818,119.06060606060606,554.9090909090909,138.78787878787878,264.4848484848485,86.0909090909091,179.030303030303,8727.565782044045,10.146542400216044,-14.620990552423464,192.46779422941864,bwwa,9.7,10,250,FALSE,-77.1517047,41.0497843
S24007992,1026.8110403397025,103.56089558000384,1356.1194750048253,96.00443929743291,569.8836132020845,159.33314032040144,283.7954062922215,107.40339702760085,329.30843466512283,7467.772437753328,5.021707653119364,-14.65346592457089,191.80974807578167,bwwa,8.5,25,804.5,FALSE,-77.838993,40.3230931
S57423860,1268.2611531986533,319.6664562289563,1387.1635101010102,133.0713383838384,966.8722643097644,176.76620370370372,299.6614057239057,105.66119528619528,118.90235690235681,6898.992424242425,12.68057164684727,-7.718535024685422,194.17134825718097,bwwa,10.4166666666667,85,949.5,FALSE,-84.3378139,36.8400646
S57769910,1240.0787466501752,299.0226757369615,1348.404452690167,134.6120387548959,939.1873840445269,167.9356833642548,291.9305297876727,96.04061018346734,108.32570603999193,7195.905998763142,11.333915133642837,9.233119554695067,197.08380220622342,bwwa,13.5833333333333,5,250,FALSE,-83.644367,37.848757
G5470221,1082.3072497123128,191.41158419639433,1353.2999616417337,110.78212504794782,429.9769850402762,148.70464135021095,280.80322209436133,97.10241657077101,270.9927119294209,7750.321058688147,10.538618105298244,-12.318871619731215,186.73726557073402,bwwa,7.81666666666667,7,1529,FALSE,-79.4777116,40.8720355
S58468669,1170.4431103487707,173.13188488660188,1321.2513817419479,137.96283590623213,494.211930627025,152.95121021536116,273.12521440823326,95.88831713360015,150.80827139317717,8005.961692395655,10.801226550081134,18.83445177158683,186.90199761796393,bwwa,12.3,14,334.5,FALSE,-75.9855614,40.6361396
S46870204,1116.132128740824,62.30114812723509,1258.318087709392,125.83210991906644,609.5503482025221,143.17974778844342,259.71936758893276,85.40033879164314,142.185958968568,9134.817617165445,5.744187957327542,-4.636389570377132,188.90076923808346,bwwa,8.75,50,250,FALSE,-73.277699,41.779438
S71648332,1046.9570707070707,161.48212898212898,1283.5437062937062,106.42094017094016,469.0485625485626,142.4918414918415,261.97474747474746,82.06915306915306,236.58663558663557,6418.960372960372,3.2184856060480604,-4.114021541529017,194.60928000312788,bwwa,17.9666666666667,54,250,FALSE,-79.0620728,40.0282593
S58530346,1169.8233034571062,100.47204438753734,1199.257362355954,170.36150234741783,733.5638070849338,130.67562953478443,237.38625693555272,53.02944942381562,29.434058898847752,8442.05889884763,25.586672856993186,60.86025746427863,185.84882607609694,bwwa,17.8666666666667,113,804.5,FALSE,-83.1376433,35.4639557
S71509594,1144.6319801791499,171.2239374880884,1326.4185248713552,127.76272155517438,499.7737754907566,151.6386506575186,274.0943396226415,97.72975033352391,181.78654469220533,7157.541452258433,6.3547813688255985,-12.259800510322428,194.29977189692832,bwwa,15.9166666666667,25,250,FALSE,-76.3759232,40.7520036
S30874932,1063.9298043728425,49.95339470655927,1376.517069428462,99.31396240889914,448.8344840813196,154.873417721519,278.9781357882624,99.77560414269276,312.5872650556196,6457.822784810127,5.461167761833382,-5.594528568935767,192.85631465162047,bwwa,19.9333333333333,26,250,FALSE,-81.2033545,40.5593105
S46786183,1081.2453567937437,142.07487781036164,1374.6924731182794,110.30576735092862,430.77204301075267,168.34584555229716,287.1421309872922,113.94897360703811,293.4471163245357,6210.737083060823,2.894320946249876,-1.7681932306973662,195.51698263780744,bwwa,6.03333333333333,150,1046,FALSE,-76.8851503,40.3141147
S24066729,1085.9058149058149,-13.1003276003276,1267.6994266994266,105.69082719082718,1099.1060606060603,148.36486486486484,254.5012285012285,81.23873873873873,181.79361179361172,7343.160933660934,14.603172264969858,20.8400776302758,187.05225985874634,bwwa,11.2666666666667,12,250,FALSE,-78.4886456,38.4198389
S57387716,1185.6513017498933,95.35211267605634,1325.1988903115664,137.9090909090909,505.5147247119078,150.5407597097738,272.51941954758854,77.46521553563808,139.54758856167314,8166.2355953905235,13.23615627455095,-16.00333967976529,207.55399500624227,bwwa,7.96666666666667,1,250,FALSE,-82.836211,35.487519
S38015353,1102.8362470862473,55.756993006993014,1361.5724553224554,106.55069930069929,434.8820901320901,160.8904428904429,284.9722222222223,105.51068376068376,258.7362082362081,6469.386602870813,6.883838659569211,-5.73837683724131,197.8247045637769,bwwa,9.75,40,563.5,FALSE,-79.9684954,39.6424788
