prop_forest,prop_decid,prop_conifer,prop_shrub,prop_grass,prop_water,prop_dev_light,prop_dev_heavy,prop_open,checklist_id,height,open_area,fhd_normal,understory_ratio,biomass,prop_oak,prop_spruce,species,time_observations_started,duration_minutes,effort_radius_m,species_observed,lon,lat
0.561141323539798,0.37736563316618404,0.013178896814746804,0.004203686701038209,0.34513454339995764,0.0019379899710431528,0.0019379899710431528,0.0019379899710431528,0.42532947242036867,G8653871,11.319006055056722,0.39041418566274805,2.2023385071437063,0.9155220407802982,75.4252544351173,0.25452239135739063,0.0017802135698256588,cerw,17.9,19,250,FALSE,-76.9991915,41.9589599
0.7649972311065403,0.3720516935456528,0.10628030243097544,0.008049568843732695,0.15030005763819038,0.006537979046822554,0.006537979046822554,0.006537979046822554,0.21422194093780728,S91532680,13.366784487465162,0.2277023894358616,2.4909954673159187,0.9276976982596897,85.75161267297756,0.1792231124132125,0.010343805825587712,cerw,8.91666666666667,107,250,FALSE,-74.1360013,42.5228841
0.5862910883031153,0.4183405299091197,0.031339015237147896,0.005615024641678347,0.29997569742731833,0.001291427408780576,0.001291427408780576,0.001291427408780576,0.4060592530632545,S30364904,10.148190905440087,0.407245563118189,2.129917975874508,0.9414869773154165,63.43694875118779,0.07773906534828254,0.002890532791256504,cerw,19.6666666666667,65,250,FALSE,-77.7663374,42.037373
0.8732099808668964,0.6304173955804508,0.01662912584042935,0.008899578054301839,0.05931262134824792,0.0026085457428137813,0.0026085457428137813,0.0026085457428137813,0.1205046391417517,S90831055,18.962455247370702,0.11534891694413686,2.7174342818230204,0.8000668718379998,147.6110815604528,0.15484906369789656,7.224684363865622e-4,cerw,14.8333333333333,120,250,FALSE,-77.5007504,41.7498345
0.4453782937978645,0.3785736699714191,0.009459111815974195,0.005902757164301889,0.05858656105028369,0.04317663322336338,0.04317663322336338,0.04317663322336338,0.22811555608326053,S24284531,15.99030711607772,0.1884872623703637,2.5645920209592474,0.8536108858175195,125.21271074314522,0.6215612310257278,0,cerw,8.75,105,1207,FALSE,-85.343826,35.009908
0.9113212773534882,0.8876549630575985,0.0033946307738401444,0.01729820177843604,0.02983374506068503,8.677365924803699e-4,8.677365924803699e-4,8.677365924803699e-4,0.08203926578743563,S14545907,20.967985496520996,0.06007044597830185,2.9005484430462705,0.7758488637559554,157.45236325731466,0.4507710430109958,0,cerw,12.3333333333333,20,250,FALSE,-83.2001495,38.7377495
0.8732446927311125,0.7652277411347618,0.0016991176462273086,0.020058635108124383,0.03484463392637534,0.005857856510786994,0.005857856510786994,0.005857856510786994,0.09331294015204417,S71942693,22.413914834795975,0.03805698953283855,2.9712879100183804,0.7371455469938714,242.41846742404726,0.4568320391966274,0,cerw,6.96666666666667,68,250,FALSE,-83.7373,36.735446
0.4700761451449697,0.44590698647250693,0.0021226801734322977,0.003592445406700999,0.24936545712525227,7.603208610563089e-4,7.603208610563089e-4,7.603208610563089e-4,0.37581331720360206,S24110685,14.219800729923488,0.2920584801683381,2.4494717986232435,0.8706222044356564,112.80534630957816,0.47860619877053256,6.8876053117932584e-6,cerw,5.53333333333333,6,250,FALSE,-82.24017,36.59643
0.2788801135608509,0.256060490381543,0.002983234504853765,0.0039672777348908365,0.3220507687130807,0.025729337212952046,0.025729337212952046,0.025729337212952046,0.46779096433408834,S30468913,9.870122423933742,0.3812140405280902,2.0903928079171954,0.9535694584402146,53.557820481440004,0.4852454093342702,5.132859350380382e-6,cerw,9.5,90,1207,FALSE,-82.4820471,36.4938538
0.7505575798349733,0.40851874570684726,0.016762729639502375,0.0042344973018506845,0.050347551030215314,0.0017328083084342254,0.0017328083084342254,0.0017328083084342254,0.20062132343587902,S24401306,19.47862168549555,0.07902959047469917,2.810602211427801,0.8018126465023173,151.46726054051499,0.49922656554144923,0.003055382441410057,cerw,10,20,402.5,FALSE,-81.70315,36.15305
0.7623530409224508,0.5544172507347954,0.01843488582410129,0.02344279900520009,0.1460179742256387,0.0010908885371919512,0.0010908885371919512,0.0010908885371919512,0.2200486095410355,G1831209,13.458175453452071,0.17526640000059934,2.5174226567348783,0.9094029675326637,102.78901985445015,0.16017277138431993,0.008282751044418874,cerw,9.41666666666667,75,1207,FALSE,-76.9893551,41.6789169
